id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1866,Male,22,1,28,1,< 1 Year,No,23025,152,205,0
1867,Male,60,1,28,0,> 2 Years,Yes,40843,26,73,0
1868,Female,44,1,28,0,1-2 Year,Yes,45264,124,203,0
1869,Female,65,1,28,0,> 2 Years,Yes,43818,122,249,0
1870,Male,44,1,50,0,1-2 Year,Yes,37781,26,151,0
1871,Female,44,1,12,0,> 2 Years,Yes,26239,20,33,0
1872,Male,27,1,17,0,< 1 Year,Yes,43535,26,243,0
1873,Female,27,1,34,0,< 1 Year,Yes,35091,152,134,0
1874,Male,30,1,41,0,< 1 Year,No,2630,1,177,0
1875,Male,37,1,45,1,1-2 Year,No,28657,107,286,0
1876,Male,45,1,28,0,1-2 Year,Yes,76566,26,201,0
1877,Female,39,1,49,0,1-2 Year,No,2630,156,247,0
1878,Female,23,1,37,0,< 1 Year,Yes,41175,152,158,0
1879,Male,61,1,46,0,1-2 Year,Yes,2630,11,27,0
1880,Male,48,1,48,0,1-2 Year,Yes,2630,124,264,0
1881,Female,26,1,15,0,< 1 Year,No,2630,152,163,0
1882,Male,21,1,47,0,< 1 Year,Yes,32512,152,288,0
1883,Male,74,1,28,0,> 2 Years,Yes,57384,26,178,0
1884,Male,36,1,28,0,1-2 Year,Yes,29647,124,182,1
1885,Male,26,1,8,1,< 1 Year,No,46144,152,252,0
1886,Male,46,1,10,1,1-2 Year,No,26771,152,141,0
1887,Male,20,1,15,1,< 1 Year,No,36455,160,293,0
1888,Female,33,1,18,1,< 1 Year,No,30531,152,165,0
1889,Female,34,1,46,0,1-2 Year,No,19185,26,275,1
1890,Female,54,1,28,1,1-2 Year,No,40750,52,226,0
1891,Male,29,1,41,1,< 1 Year,No,29555,152,50,0
1892,Female,27,1,28,1,< 1 Year,No,37836,152,259,0
1893,Male,37,1,8,0,1-2 Year,Yes,48729,124,101,1
1894,Male,34,1,28,1,1-2 Year,No,2630,154,69,0
1895,Male,49,1,45,1,1-2 Year,No,24649,124,235,0
1896,Male,56,1,48,0,1-2 Year,No,2630,124,130,0
1897,Female,40,1,28,0,1-2 Year,Yes,2630,156,235,0
1898,Female,44,1,28,0,1-2 Year,Yes,2630,26,149,0
1899,Female,27,1,18,1,< 1 Year,No,26927,152,189,0
1900,Female,28,1,21,1,< 1 Year,No,21937,152,114,0
1901,Female,29,1,12,0,< 1 Year,Yes,28728,124,279,1
1902,Female,22,1,21,1,< 1 Year,No,21879,152,121,0
1903,Female,49,1,28,0,1-2 Year,Yes,38457,26,154,0
1904,Female,53,1,1,0,> 2 Years,Yes,2630,26,36,0
1905,Female,43,1,28,0,1-2 Year,Yes,45767,52,212,0
1906,Male,24,1,28,0,< 1 Year,Yes,2630,157,279,1
1907,Female,25,1,8,0,< 1 Year,Yes,30015,152,26,0
1908,Male,69,1,39,1,1-2 Year,No,69105,29,298,0
1909,Female,45,1,41,1,1-2 Year,No,2630,26,292,0
1910,Male,36,1,38,0,1-2 Year,Yes,2630,157,57,1
1911,Female,21,1,41,0,< 1 Year,Yes,40286,160,156,0
1912,Male,23,1,6,0,< 1 Year,Yes,34103,151,15,0
1913,Male,24,1,45,0,1-2 Year,Yes,36056,124,125,0
1914,Female,67,1,28,1,1-2 Year,No,40544,26,230,0
1915,Male,25,1,34,1,< 1 Year,No,36632,152,78,0
1916,Female,45,1,28,1,1-2 Year,No,38232,124,224,0
1917,Female,29,1,20,0,1-2 Year,No,2630,124,278,0
1918,Female,24,1,41,0,< 1 Year,Yes,2630,156,214,0
1919,Male,57,1,33,0,1-2 Year,No,30363,26,13,0
1920,Male,41,1,28,0,1-2 Year,No,42677,124,65,0
1921,Male,41,1,41,0,> 2 Years,Yes,31461,26,219,0
1922,Female,65,1,28,0,1-2 Year,Yes,2630,26,127,0
1923,Male,62,1,46,0,1-2 Year,Yes,33469,4,160,0
1924,Male,72,1,28,0,1-2 Year,Yes,57202,25,158,0
1925,Female,21,1,25,1,< 1 Year,No,27270,160,275,0
1926,Male,42,1,8,0,1-2 Year,Yes,2630,7,38,1
1927,Female,23,1,30,1,< 1 Year,No,28183,152,48,0
1928,Male,43,1,8,1,1-2 Year,No,33520,26,264,0
1929,Male,26,1,28,1,< 1 Year,Yes,2630,152,60,0
1930,Female,52,1,8,0,1-2 Year,Yes,38871,124,69,0
1931,Female,40,1,28,0,1-2 Year,Yes,47869,124,266,1
1932,Male,48,1,7,0,> 2 Years,Yes,53256,26,295,0
1933,Female,28,1,15,1,< 1 Year,No,30222,152,103,0
1934,Female,23,1,21,1,< 1 Year,No,24563,152,42,0
1935,Female,25,1,8,1,< 1 Year,No,26539,152,185,0
1936,Female,61,1,28,1,1-2 Year,No,32875,122,111,0
1937,Male,23,1,28,0,< 1 Year,Yes,58508,26,209,0
1938,Male,23,1,4,0,< 1 Year,No,24778,154,275,0
1939,Female,21,1,50,0,< 1 Year,Yes,44572,152,10,0
1940,Male,51,1,28,0,1-2 Year,Yes,58358,26,182,0
1941,Male,33,1,28,0,< 1 Year,Yes,56313,124,89,1
1942,Male,55,1,28,0,1-2 Year,Yes,46164,26,133,0
1943,Female,49,1,28,0,1-2 Year,Yes,49758,157,185,1
1944,Male,25,1,3,1,< 1 Year,No,31721,26,65,0
1945,Female,31,1,46,0,1-2 Year,Yes,2630,154,124,1
1946,Female,34,1,8,0,1-2 Year,Yes,43600,124,60,0
1947,Male,47,1,48,0,1-2 Year,Yes,2630,26,137,0
1948,Male,22,1,49,1,< 1 Year,No,37519,152,213,0
1949,Female,33,1,15,1,< 1 Year,No,28865,151,105,0
1950,Female,52,1,46,0,1-2 Year,No,2630,26,248,0
1951,Male,54,1,28,0,1-2 Year,Yes,29751,26,268,0
1952,Male,23,1,29,1,< 1 Year,No,28657,152,258,0
1953,Male,55,1,28,1,1-2 Year,No,2630,26,49,0
1954,Female,23,1,11,1,< 1 Year,No,76843,152,189,0
1955,Male,26,1,41,0,< 1 Year,Yes,23991,152,193,0
1956,Male,25,1,8,1,< 1 Year,No,35010,152,22,0
1957,Female,23,1,30,1,< 1 Year,No,30744,152,240,0
1958,Male,25,1,18,0,< 1 Year,Yes,37998,152,185,0
1959,Male,49,1,8,1,1-2 Year,No,41749,152,59,0
1960,Female,28,1,28,1,< 1 Year,No,43440,152,292,0
1961,Female,24,1,37,0,< 1 Year,Yes,28939,151,219,0
1962,Female,21,1,41,0,< 1 Year,Yes,44858,152,209,0
1963,Male,28,1,29,1,< 1 Year,No,23069,152,237,0
1964,Male,27,1,47,0,1-2 Year,Yes,2630,163,175,0
1965,Male,54,1,22,0,1-2 Year,Yes,16383,26,45,0
1966,Male,36,1,46,0,1-2 Year,Yes,24771,125,120,0
1967,Female,22,1,50,1,< 1 Year,No,19042,152,125,0
1968,Male,25,1,35,1,< 1 Year,No,20872,152,145,0
1969,Male,53,1,21,1,1-2 Year,Yes,27570,152,37,0
1970,Female,23,1,46,0,< 1 Year,Yes,25569,151,119,0
1971,Female,50,1,29,0,1-2 Year,Yes,37079,26,184,1
1972,Female,31,1,8,0,< 1 Year,Yes,36697,152,190,0
1973,Female,21,1,35,1,< 1 Year,No,34740,160,278,0
1974,Male,26,1,50,1,< 1 Year,No,44289,152,136,0
1975,Male,29,1,46,1,< 1 Year,No,25119,152,93,0
1976,Male,40,1,28,0,1-2 Year,Yes,2630,124,80,0
1977,Male,22,1,46,1,< 1 Year,No,46335,152,261,0
1978,Male,25,1,28,1,< 1 Year,No,49837,152,291,0
1979,Male,23,1,15,0,< 1 Year,Yes,35855,152,123,0
1980,Female,40,1,8,1,1-2 Year,No,37567,26,21,0
1981,Female,51,1,28,1,1-2 Year,No,75524,26,279,0
1982,Female,21,1,13,0,< 1 Year,No,35933,160,141,0
1983,Female,24,1,8,0,< 1 Year,No,43750,152,94,0
1984,Female,25,1,19,1,< 1 Year,No,33717,152,240,0
1985,Female,24,1,27,1,< 1 Year,No,36230,152,87,0
1986,Male,27,1,36,1,< 1 Year,No,34417,26,224,0
1987,Male,62,1,28,0,1-2 Year,Yes,27996,26,38,1
1988,Female,30,1,36,1,< 1 Year,No,2630,152,254,0
1989,Male,23,1,8,0,< 1 Year,Yes,39088,152,32,0
1990,Female,27,1,35,1,< 1 Year,No,29775,152,127,0
1991,Female,57,1,35,1,1-2 Year,No,2630,152,43,0
1992,Female,27,1,47,1,< 1 Year,No,23786,160,157,0
1993,Female,25,1,21,1,< 1 Year,No,25178,152,127,0
1994,Female,25,1,27,1,< 1 Year,No,43054,152,274,0
1995,Female,22,1,28,1,1-2 Year,Yes,26797,156,99,0
1996,Male,41,1,33,1,1-2 Year,No,32166,26,11,0
1997,Female,23,1,8,1,< 1 Year,No,49438,152,277,0
1998,Male,54,1,49,0,1-2 Year,No,23413,26,56,0
1999,Female,26,1,8,1,< 1 Year,No,22694,152,41,0
2000,Male,25,1,8,1,< 1 Year,No,49994,152,289,0
2001,Male,22,1,8,0,< 1 Year,Yes,36513,160,189,0
2002,Male,24,1,36,0,< 1 Year,Yes,2630,160,268,0
2003,Female,22,1,15,0,< 1 Year,Yes,35832,152,289,0
2004,Male,72,1,28,0,> 2 Years,Yes,36685,26,113,0
2005,Male,66,1,28,0,> 2 Years,Yes,2630,45,123,1
2006,Male,42,1,33,0,1-2 Year,Yes,31226,26,275,1
2007,Female,24,1,18,0,< 1 Year,Yes,29040,152,286,0
2008,Male,41,1,8,0,1-2 Year,No,2630,124,84,0
2009,Male,75,1,31,1,1-2 Year,No,2630,124,154,0
2010,Female,22,1,13,1,< 1 Year,No,28133,152,14,0
2011,Male,52,1,36,0,1-2 Year,No,38967,26,101,1
2012,Female,24,1,7,1,< 1 Year,No,2630,152,247,0
2013,Male,38,1,8,0,1-2 Year,Yes,26365,26,117,1
2014,Male,35,1,46,0,1-2 Year,Yes,31894,122,226,0
2015,Female,41,1,29,1,1-2 Year,No,31509,152,115,0
2016,Female,51,1,39,1,1-2 Year,No,28215,26,24,0
2017,Male,26,1,6,1,< 1 Year,No,33547,152,295,0
2018,Female,21,1,50,1,< 1 Year,Yes,39875,152,131,0
2019,Female,24,1,8,1,< 1 Year,No,37875,152,273,0
2020,Male,21,1,18,1,1-2 Year,Yes,2630,163,272,0
2021,Female,25,1,41,1,< 1 Year,No,51992,152,264,0
2022,Male,43,1,28,0,1-2 Year,Yes,42005,26,146,0
2023,Female,44,1,28,1,1-2 Year,No,45303,26,292,0
2024,Male,47,1,23,0,1-2 Year,Yes,23082,124,46,1
2025,Male,41,1,4,0,1-2 Year,Yes,24050,124,122,0
2026,Male,58,1,38,0,1-2 Year,Yes,29277,157,60,0
2027,Male,42,1,8,0,1-2 Year,No,41215,124,220,0
2028,Male,46,1,28,0,1-2 Year,Yes,49795,154,102,0
2029,Male,36,1,28,0,1-2 Year,Yes,43252,152,56,0
2030,Female,22,1,11,0,< 1 Year,Yes,27429,152,234,1
2031,Female,22,1,19,0,< 1 Year,Yes,32084,152,176,0
2032,Male,32,1,28,1,1-2 Year,No,2630,157,88,0
2033,Male,24,1,33,0,< 1 Year,Yes,31173,26,57,0
2034,Male,34,1,39,1,1-2 Year,Yes,31769,124,256,0
2035,Male,41,1,6,0,1-2 Year,Yes,30660,124,269,0
2036,Female,23,1,50,1,< 1 Year,No,33369,152,227,0
2037,Male,35,1,7,0,1-2 Year,Yes,2630,154,67,0
2038,Female,23,1,28,1,< 1 Year,No,39034,26,204,0
2039,Male,55,1,28,1,1-2 Year,No,25003,26,25,0
2040,Female,23,1,41,1,< 1 Year,No,25583,152,227,0
2041,Female,63,1,28,0,> 2 Years,Yes,55711,26,134,0
2042,Female,27,1,8,1,< 1 Year,No,38876,152,235,0
2043,Female,52,1,28,0,1-2 Year,Yes,46349,124,149,0
2044,Male,57,1,26,0,1-2 Year,Yes,32899,26,222,1
2045,Female,28,1,8,1,< 1 Year,No,39331,152,196,0
2046,Female,27,1,28,1,1-2 Year,No,41672,124,281,0
2047,Male,73,1,28,1,1-2 Year,No,2630,13,113,0
2048,Female,57,1,30,1,1-2 Year,No,2630,140,218,0
2049,Female,21,1,13,1,< 1 Year,No,27755,160,191,0
2050,Male,23,1,15,1,< 1 Year,No,24978,152,64,0
2051,Male,22,1,8,1,< 1 Year,No,33744,152,249,0
2052,Male,36,1,28,0,1-2 Year,Yes,58141,26,161,1
2053,Male,40,1,28,0,1-2 Year,Yes,48707,124,122,0
2054,Male,79,1,28,0,1-2 Year,Yes,81192,26,260,0
2055,Female,25,1,30,1,< 1 Year,No,30266,26,126,0
2056,Male,23,1,45,1,< 1 Year,No,27479,152,41,0
2057,Female,53,1,28,0,> 2 Years,Yes,49988,124,28,0
2058,Male,21,1,33,1,< 1 Year,No,28223,152,67,0
2059,Male,56,1,36,1,1-2 Year,No,28937,124,71,0
2060,Male,43,1,28,0,1-2 Year,Yes,52689,124,100,0
2061,Female,69,1,28,0,> 2 Years,Yes,36101,122,27,0
2062,Male,48,1,32,0,1-2 Year,Yes,36234,124,232,0
2063,Male,50,1,43,0,1-2 Year,Yes,2630,124,63,0
2064,Female,42,1,45,0,1-2 Year,Yes,32831,124,164,0
2065,Male,23,1,35,1,< 1 Year,No,27554,152,265,0
2066,Female,35,1,8,1,1-2 Year,No,30008,152,173,0
2067,Male,74,1,28,1,1-2 Year,No,35622,124,103,0
2068,Female,28,1,46,0,< 1 Year,No,24374,152,114,0
2069,Female,30,1,28,0,1-2 Year,Yes,59392,154,271,0
2070,Male,45,1,35,0,1-2 Year,No,2630,154,204,0
2071,Male,23,1,41,1,< 1 Year,No,61453,152,121,0
2072,Male,76,1,28,1,1-2 Year,Yes,55037,26,223,0
2073,Male,20,1,50,1,< 1 Year,No,42780,160,136,0
2074,Male,26,1,33,0,< 1 Year,Yes,36570,152,87,0
2075,Female,46,1,28,1,1-2 Year,No,47948,26,136,0
2076,Male,24,1,29,0,< 1 Year,Yes,32684,152,272,0
2077,Female,30,1,28,0,1-2 Year,Yes,23171,13,195,0
2078,Female,43,1,28,0,> 2 Years,Yes,49835,26,41,0
2079,Male,49,1,8,1,1-2 Year,No,37108,124,146,0
2080,Male,27,1,13,1,< 1 Year,No,33827,152,115,0
2081,Male,26,1,32,1,< 1 Year,No,2630,152,93,0
2082,Female,45,1,28,0,> 2 Years,Yes,59216,124,233,0
2083,Male,34,1,41,0,1-2 Year,Yes,34319,163,154,0
2084,Female,74,1,28,1,1-2 Year,No,34251,124,46,0
2085,Male,56,1,8,1,1-2 Year,No,30885,26,282,0
2086,Female,23,1,41,1,< 1 Year,No,100278,160,85,0
2087,Female,20,1,28,1,< 1 Year,No,46066,160,106,0
2088,Female,20,1,15,0,< 1 Year,Yes,29056,160,11,0
2089,Male,62,1,28,0,1-2 Year,Yes,38311,26,66,1
2090,Male,39,1,6,1,1-2 Year,No,24875,152,231,0
2091,Female,20,1,12,1,< 1 Year,No,2630,160,36,0
2092,Male,35,1,28,0,1-2 Year,Yes,27231,124,203,0
2093,Female,46,1,23,0,1-2 Year,Yes,35149,124,38,1
2094,Female,45,1,28,0,1-2 Year,Yes,29773,122,236,0
2095,Male,42,1,7,0,> 2 Years,Yes,34785,124,47,1
2096,Male,47,1,28,0,1-2 Year,Yes,44788,124,143,0
2097,Male,34,1,31,0,1-2 Year,Yes,2630,154,152,1
2098,Female,30,1,24,0,< 1 Year,No,30213,152,229,0
2099,Male,25,1,8,1,< 1 Year,No,57822,152,251,0
2100,Male,48,1,29,0,1-2 Year,Yes,2630,26,107,0
2101,Male,22,1,32,1,< 1 Year,No,37572,152,32,0
2102,Male,47,1,2,0,1-2 Year,Yes,35004,30,31,0
2103,Male,60,1,26,0,1-2 Year,Yes,28718,120,241,1
2104,Female,40,1,28,0,1-2 Year,Yes,26163,124,232,0
2105,Male,68,1,28,0,1-2 Year,Yes,40512,124,179,0
2106,Male,58,1,39,1,1-2 Year,No,27970,124,274,0
2107,Female,29,1,2,1,< 1 Year,No,2630,160,104,0
2108,Female,42,1,7,0,1-2 Year,Yes,2630,26,45,0
2109,Male,53,1,12,0,1-2 Year,Yes,31102,122,216,0
2110,Male,58,1,28,1,1-2 Year,No,38725,26,138,0
2111,Female,42,1,46,0,1-2 Year,Yes,25075,124,259,0
2112,Male,25,1,21,1,< 1 Year,No,25014,152,298,0
2113,Female,27,1,12,1,< 1 Year,No,23769,152,60,0
2114,Male,76,1,28,0,> 2 Years,Yes,46736,124,154,0
2115,Male,26,1,29,1,< 1 Year,No,2630,152,246,0
2116,Female,31,1,28,0,< 1 Year,Yes,39253,124,154,0
2117,Male,47,1,28,1,1-2 Year,No,25616,124,164,0
2118,Female,23,1,33,1,< 1 Year,No,19491,152,109,0
2119,Male,25,1,3,0,< 1 Year,Yes,2630,152,200,0
2120,Female,43,1,11,0,1-2 Year,Yes,26923,124,115,0
2121,Female,22,1,2,0,1-2 Year,Yes,35163,26,46,0
2122,Male,25,1,40,0,< 1 Year,Yes,2630,152,209,0
2123,Male,43,1,28,0,1-2 Year,Yes,43177,122,46,0
2124,Male,63,1,28,0,1-2 Year,Yes,43938,26,171,1
2125,Female,23,1,8,1,< 1 Year,No,29414,151,47,0
2126,Male,21,1,28,0,1-2 Year,Yes,30525,156,284,0
2127,Male,21,1,10,0,< 1 Year,Yes,22005,160,288,0
2128,Female,48,1,48,1,1-2 Year,No,2630,26,90,0
2129,Male,46,1,35,1,1-2 Year,No,27770,26,44,0
2130,Male,55,1,28,0,1-2 Year,Yes,63273,26,72,0
2131,Female,45,1,28,0,1-2 Year,Yes,70452,26,198,0
2132,Male,39,1,28,0,1-2 Year,No,41199,124,287,0
2133,Female,35,1,10,0,1-2 Year,Yes,25402,124,75,0
2134,Female,32,1,2,1,< 1 Year,No,30794,152,238,0
2135,Male,44,1,8,0,1-2 Year,No,37867,124,140,0
2136,Female,24,1,14,0,< 1 Year,No,24930,152,206,0
2137,Female,62,1,8,0,1-2 Year,Yes,31925,26,126,0
2138,Female,41,1,28,1,1-2 Year,No,20915,124,269,0
2139,Female,27,1,21,0,1-2 Year,Yes,2630,26,216,0
2140,Male,73,1,46,0,1-2 Year,Yes,22050,11,286,0
2141,Male,28,1,30,1,< 1 Year,No,32106,152,41,0
2142,Male,54,1,28,0,1-2 Year,Yes,39971,13,66,0
2143,Female,53,1,28,0,> 2 Years,Yes,43124,124,21,0
2144,Female,23,1,28,0,1-2 Year,No,2630,156,265,0
2145,Male,44,1,28,1,1-2 Year,No,25443,124,113,0
2146,Female,24,1,15,0,< 1 Year,No,2630,152,88,0
2147,Female,35,1,46,0,1-2 Year,Yes,2630,156,191,1
2148,Female,22,1,25,0,< 1 Year,Yes,32100,152,57,0
2149,Male,33,1,28,0,1-2 Year,Yes,23409,163,219,0
2150,Female,20,1,46,0,< 1 Year,No,2630,1,174,0
2151,Male,45,1,28,0,> 2 Years,Yes,38390,124,118,0
2152,Male,26,1,36,0,< 1 Year,Yes,26746,152,171,0
2153,Female,29,1,3,0,< 1 Year,Yes,25769,152,183,0
2154,Male,24,1,8,1,< 1 Year,No,54631,152,93,0
2155,Male,52,1,28,0,1-2 Year,Yes,41300,124,146,0
2156,Female,68,0,8,0,1-2 Year,Yes,71918,26,231,0
2157,Female,25,1,11,1,< 1 Year,No,32967,152,228,0
2158,Male,61,1,8,0,1-2 Year,Yes,34003,124,18,1
2159,Female,22,1,11,1,< 1 Year,No,29226,152,146,0
2160,Female,23,1,41,0,< 1 Year,Yes,37660,151,237,0
2161,Male,25,1,46,1,< 1 Year,No,35101,160,64,0
2162,Male,20,1,3,0,< 1 Year,Yes,37836,160,139,0
2163,Male,54,1,28,0,1-2 Year,Yes,30658,124,156,1
2164,Male,59,1,28,0,1-2 Year,Yes,44368,26,56,1
2165,Female,28,1,41,1,< 1 Year,No,38843,152,240,0
2166,Male,23,1,46,1,< 1 Year,No,27852,160,19,0
2167,Female,25,1,41,1,< 1 Year,No,27499,152,181,0
2168,Female,26,1,46,0,1-2 Year,Yes,2630,26,91,0
2169,Male,40,1,28,0,1-2 Year,Yes,33171,124,196,0
2170,Female,40,1,41,0,1-2 Year,Yes,2630,157,174,0
2171,Male,37,1,8,1,1-2 Year,No,33442,26,210,0
2172,Male,29,1,8,1,< 1 Year,No,35510,152,268,0
2173,Female,21,1,28,1,< 1 Year,No,37765,152,128,0
2174,Male,44,1,47,0,1-2 Year,Yes,42740,124,271,0
2175,Male,23,1,50,1,< 1 Year,No,2630,152,217,0
2176,Male,61,1,28,0,1-2 Year,Yes,26373,124,276,0
2177,Female,39,1,28,1,1-2 Year,No,46280,155,99,0
2178,Male,23,1,6,1,< 1 Year,No,56554,26,19,0
2179,Female,26,1,41,1,< 1 Year,No,33516,152,212,0
2180,Female,23,1,2,0,< 1 Year,Yes,24284,152,224,0
2181,Female,21,1,43,0,< 1 Year,Yes,29891,152,287,0
2182,Male,38,1,28,0,1-2 Year,Yes,32173,52,23,0
2183,Male,21,1,26,0,< 1 Year,Yes,26467,160,253,0
2184,Male,46,1,28,1,1-2 Year,No,32599,124,151,0
2185,Male,55,1,28,0,> 2 Years,Yes,42737,55,179,1
2186,Female,30,1,47,0,< 1 Year,Yes,38843,152,115,0
2187,Female,26,1,15,1,< 1 Year,No,43352,152,13,0
2188,Female,27,1,33,1,< 1 Year,No,32653,152,141,0
2189,Male,28,1,46,1,< 1 Year,No,29471,151,42,0
2190,Female,43,1,36,0,1-2 Year,No,2630,156,220,0
2191,Male,44,1,43,1,1-2 Year,No,29567,124,184,0
2192,Female,55,1,28,0,> 2 Years,Yes,49341,122,288,0
2193,Male,39,1,29,0,1-2 Year,Yes,38200,124,124,0
2194,Male,23,1,3,1,< 1 Year,No,22237,160,109,0
2195,Female,74,1,28,0,> 2 Years,Yes,51236,154,288,0
2196,Female,41,1,28,1,1-2 Year,No,2630,124,217,0
2197,Female,37,1,11,0,1-2 Year,Yes,37064,124,256,1
2198,Male,39,1,41,0,1-2 Year,Yes,2630,12,298,0
2199,Female,25,1,45,1,< 1 Year,No,20718,152,170,0
2200,Female,22,1,9,0,< 1 Year,Yes,33002,152,263,0
2201,Female,26,1,29,1,< 1 Year,No,22260,152,13,0
2202,Female,43,1,28,0,1-2 Year,Yes,37838,124,14,0
2203,Female,35,1,28,1,1-2 Year,No,27667,26,89,0
2204,Male,46,1,38,0,1-2 Year,Yes,29169,26,66,0
2205,Male,26,1,28,1,< 1 Year,No,32312,152,107,0
2206,Female,27,1,20,1,< 1 Year,No,2630,152,138,0
2207,Male,80,1,28,0,1-2 Year,Yes,65180,26,271,0
2208,Male,24,1,16,1,< 1 Year,No,2630,152,181,0
2209,Male,48,1,28,0,> 2 Years,Yes,52665,26,100,1
2210,Male,31,1,28,1,< 1 Year,No,29638,152,127,0
2211,Male,23,1,9,1,< 1 Year,No,24298,26,242,0
2212,Male,37,1,32,0,1-2 Year,Yes,2630,124,213,0
2213,Male,74,1,8,1,1-2 Year,No,2630,7,231,0
2214,Male,65,1,8,1,1-2 Year,No,43249,26,104,0
2215,Male,23,1,8,1,< 1 Year,No,23897,26,205,0
2216,Male,37,1,27,0,1-2 Year,No,2630,152,265,0
2217,Female,68,1,28,0,1-2 Year,Yes,24636,124,117,1
2218,Male,59,1,33,0,1-2 Year,Yes,2630,156,109,1
2219,Male,24,1,28,1,< 1 Year,No,25150,152,162,0
2220,Female,26,1,21,1,< 1 Year,No,30391,152,50,0
2221,Female,53,1,28,0,1-2 Year,Yes,2630,152,181,0
2222,Female,63,1,28,0,1-2 Year,Yes,47779,26,217,1
2223,Female,45,1,18,1,1-2 Year,No,33313,26,57,0
2224,Female,51,1,27,0,1-2 Year,No,2630,156,273,0
2225,Female,39,1,28,0,1-2 Year,Yes,28369,26,126,0
2226,Female,24,1,17,1,< 1 Year,No,35863,152,98,0
2227,Male,59,1,39,0,1-2 Year,Yes,2630,26,59,0
2228,Male,58,1,28,0,1-2 Year,No,40597,26,91,0
2229,Male,21,1,35,1,< 1 Year,No,36492,160,89,0
2230,Male,70,1,28,0,1-2 Year,Yes,56082,26,198,0
2231,Male,60,1,28,0,1-2 Year,Yes,28964,156,230,1
2232,Female,26,1,8,1,< 1 Year,No,34753,152,294,0
2233,Male,57,1,28,0,1-2 Year,Yes,31123,26,192,0
2234,Male,60,1,41,1,1-2 Year,No,2630,124,219,0
2235,Male,21,1,27,0,< 1 Year,Yes,27440,152,208,0
2236,Female,22,1,15,0,< 1 Year,Yes,27595,160,48,0
2237,Female,73,1,22,1,1-2 Year,No,25922,124,263,0
2238,Male,48,1,41,1,1-2 Year,No,41289,124,89,0
2239,Female,22,1,36,1,< 1 Year,No,31679,152,174,0
2240,Female,71,1,15,1,1-2 Year,No,34474,124,150,0
2241,Male,23,1,50,1,< 1 Year,No,42027,152,96,0
2242,Female,27,1,6,1,< 1 Year,No,32669,152,83,0
2243,Male,35,1,17,0,1-2 Year,Yes,2630,124,43,1
2244,Male,43,1,17,0,1-2 Year,Yes,2630,156,17,0
2245,Male,23,1,35,1,< 1 Year,No,39251,152,208,0
2246,Female,44,1,8,0,1-2 Year,Yes,48474,124,20,0
2247,Female,31,1,33,1,< 1 Year,No,30096,152,252,0
2248,Female,22,1,16,0,< 1 Year,Yes,34378,152,159,0
2249,Female,50,1,2,0,1-2 Year,Yes,32479,156,282,1
2250,Male,55,1,35,1,1-2 Year,No,2630,154,294,0
2251,Female,50,1,39,0,1-2 Year,Yes,30264,26,11,0
2252,Male,51,1,41,0,> 2 Years,Yes,39284,26,187,1
2253,Male,54,1,28,1,1-2 Year,No,43416,26,154,0
2254,Female,50,1,28,1,1-2 Year,No,38430,124,182,0
2255,Male,49,1,28,0,1-2 Year,Yes,50645,26,116,0
2256,Female,24,1,3,1,< 1 Year,No,30913,152,206,0
2257,Female,39,1,8,1,1-2 Year,No,42674,160,277,0
2258,Female,21,1,36,1,< 1 Year,No,49367,152,159,0
2259,Female,62,1,28,0,1-2 Year,Yes,44470,26,73,0
2260,Male,49,1,50,1,1-2 Year,No,38964,124,263,0
2261,Male,44,1,3,0,1-2 Year,Yes,35785,30,142,0
2262,Female,61,1,28,0,1-2 Year,Yes,44572,163,161,0
2263,Male,23,1,27,0,< 1 Year,No,2630,160,55,0
2264,Male,44,1,28,0,1-2 Year,Yes,52115,26,221,1
2265,Female,74,1,6,1,1-2 Year,No,41603,26,203,0
2266,Male,77,1,50,0,1-2 Year,Yes,41469,18,111,0
2267,Male,35,1,8,1,1-2 Year,No,41964,152,280,0
2268,Male,39,1,26,0,1-2 Year,Yes,2630,163,113,0
2269,Male,64,1,41,1,1-2 Year,No,33290,122,240,0
2270,Female,23,1,6,1,< 1 Year,No,35806,152,96,0
2271,Male,40,1,10,0,1-2 Year,Yes,2630,26,293,1
2272,Female,23,1,29,1,< 1 Year,No,35046,152,191,0
2273,Male,42,1,8,0,1-2 Year,No,41755,124,19,0
2274,Female,63,1,26,1,1-2 Year,No,36974,124,163,0
2275,Male,24,1,2,1,< 1 Year,No,37509,152,65,0
2276,Male,66,1,15,1,1-2 Year,No,35752,152,296,0
2277,Female,46,1,8,1,1-2 Year,No,2630,30,238,0
2278,Male,45,1,28,0,1-2 Year,Yes,36370,124,161,1
2279,Female,26,1,29,1,< 1 Year,No,60604,152,172,0
2280,Female,69,1,28,0,1-2 Year,No,63385,26,231,0
2281,Male,69,1,41,0,1-2 Year,Yes,42829,26,43,1
2282,Male,54,1,28,0,> 2 Years,Yes,37977,156,153,0
2283,Male,30,1,28,0,1-2 Year,Yes,39524,26,56,0
2284,Male,21,1,33,0,< 1 Year,Yes,26094,152,169,1
2285,Male,63,1,44,0,1-2 Year,Yes,2630,26,159,0
2286,Male,46,1,46,0,> 2 Years,Yes,35069,26,105,0
2287,Female,28,1,17,1,< 1 Year,No,44112,152,64,0
